# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	8755	9087	+	WP_062172084.1	WP_062172084.1		ribonuclease P protein component	rnpA		BQ7358_RS00080	333	110	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	9101	9883	+							BQ7358_RS00085	783		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	9101	9883	+	WP_062172086.1	WP_062172086.1		protein jag			BQ7358_RS00085	783	260	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	9902	10270	+							BQ7358_RS00090	369		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	9902	10270	+	WP_062172088.1	WP_062172088.1		response regulator			BQ7358_RS00090	369	122	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	10400	11782	+					mnmE		BQ7358_RS00095	1383		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	10400	11782	+	WP_072520081.1	WP_072520081.1		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	mnmE		BQ7358_RS00095	1383	460	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	11825	12589	+							BQ7358_RS00100	765		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	11825	12589	+	WP_072520082.1	WP_072520082.1		exodeoxyribonuclease III			BQ7358_RS00100	765	254	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	12592	13119	+							BQ7358_RS00105	528		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	12592	13119	+	WP_072520083.1	WP_072520083.1		GNAT family N-acetyltransferase			BQ7358_RS00105	528	175	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	13416	13700	-							BQ7358_RS00110	285		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	13416	13700	-	WP_072520084.1	WP_072520084.1		N-acetyltransferase			BQ7358_RS00110	285	94	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	14346	15623	+							BQ7358_RS00115	1278		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	14346	15623	+	WP_062172098.1	WP_062172098.1		O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase			BQ7358_RS00115	1278	425	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	16133	16801	+							BQ7358_RS00120	669		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	16133	16801	+	WP_062172100.1	WP_062172100.1		response regulator transcription factor			BQ7358_RS00120	669	222	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	16945	17787	+							BQ7358_RS00125	843		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	16945	17787	+	WP_234971544.1	WP_234971544.1		sensor histidine kinase			BQ7358_RS00125	843	280	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	17981	18733	+							BQ7358_RS00130	753		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	17981	18733	+	WP_062172104.1	WP_062172104.1		ABC transporter ATP-binding protein			BQ7358_RS00130	753	250	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	18735	20720	+							BQ7358_RS00135	1986		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	18735	20720	+	WP_062172105.1	WP_062172105.1		FtsX-like permease family protein			BQ7358_RS00135	1986	661	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	20855	21121	-							BQ7358_RS00140	267		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	20855	21121	-	WP_062172106.1	WP_062172106.1		hypothetical protein			BQ7358_RS00140	267	88	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	21312	22637	-							BQ7358_RS00145	1326		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	21312	22637	-	WP_062172107.1	WP_062172107.1		FAD-containing oxidoreductase			BQ7358_RS00145	1326	441	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	22866	23042	-					rpmF		BQ7358_RS00150	177		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	22866	23042	-	WP_021753442.1	WP_021753442.1		50S ribosomal protein L32	rpmF		BQ7358_RS00150	177	58	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	23079	23582	-							BQ7358_RS00155	504		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	23079	23582	-	WP_062172108.1	WP_062172108.1		YceD family protein			BQ7358_RS00155	504	167	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	23729	24898	-							BQ7358_RS00160	1170		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	23729	24898	-	WP_062172110.1	WP_062172110.1		hypothetical protein			BQ7358_RS00160	1170	389	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	25825	26571	-							BQ7358_RS00165	747		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	25825	26571	-	WP_062172112.1	WP_062172112.1		DeoR/GlpR family DNA-binding transcription regulator			BQ7358_RS00165	747	248	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	26592	27152	-							BQ7358_RS00170	561		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	26592	27152	-	WP_062172114.1	WP_062172114.1		RDD family protein			BQ7358_RS00170	561	186	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	27162	27878	-							BQ7358_RS00175	717		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	27162	27878	-	WP_021753449.1	WP_021753449.1		YebC/PmpR family DNA-binding transcriptional regulator			BQ7358_RS00175	717	238	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	28314	29114	+							BQ7358_RS00180	801		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	28314	29114	+	WP_062172116.1	WP_062172116.1		DUF1444 family protein			BQ7358_RS00180	801	266	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	29140	29748	+							BQ7358_RS00185	609		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	29140	29748	+	WP_062172118.1	WP_062172118.1		DUF4479 domain-containing protein			BQ7358_RS00185	609	202	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	29775	32135	+							BQ7358_RS00190	2361		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	29775	32135	+	WP_072520085.1	WP_072520085.1		hypothetical protein			BQ7358_RS00190	2361	786	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	32340	32534	+							BQ7358_RS00195	195		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	32340	32534	+	WP_062172122.1	WP_062172122.1		hypothetical protein			BQ7358_RS00195	195	64	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	32552	32764	+							BQ7358_RS00200	213		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	32552	32764	+	WP_062172124.1	WP_062172124.1		DUF2922 domain-containing protein			BQ7358_RS00200	213	70	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	32962	33435	+							BQ7358_RS00210	474		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	32962	33435	+	WP_234971545.1	WP_234971545.1		CHAP domain-containing protein			BQ7358_RS00210	474	157	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	33431	33640	+							BQ7358_RS08825	210		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	33431	33640	+	WP_234971560.1	WP_234971560.1		SH3 domain-containing protein			BQ7358_RS08825	210	69	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	33734	35119	-							BQ7358_RS00215	1386		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	33734	35119	-	WP_234971546.1	WP_234971546.1		fructose-specific PTS transporter subunit EIIC			BQ7358_RS00215	1386	461	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	35152	35679	-							BQ7358_RS08830	528		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	35152	35679	-	WP_234971547.1	WP_234971547.1		PTS sugar transporter subunit IIA			BQ7358_RS08830	528	175	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	35697	36614	-							BQ7358_RS00220	918		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	35697	36614	-	WP_062172130.1	WP_062172130.1		1-phosphofructokinase family hexose kinase			BQ7358_RS00220	918	305	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	36614	37369	-							BQ7358_RS00225	756		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	36614	37369	-	WP_062172132.1	WP_062172132.1		DeoR/GlpR family DNA-binding transcription regulator			BQ7358_RS00225	756	251	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	37560	38657	-							BQ7358_RS00230	1098		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	37560	38657	-	WP_106388760.1	WP_106388760.1		metallophosphoesterase			BQ7358_RS00230	1098	365	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	38832	39458	-							BQ7358_RS00235	627		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	38832	39458	-	WP_072520087.1	WP_072520087.1		superoxide dismutase			BQ7358_RS00235	627	208	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	39670	40863	-							BQ7358_RS00240	1194		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	39670	40863	-	WP_062172136.1	WP_062172136.1		dicarboxylate/amino acid:cation symporter			BQ7358_RS00240	1194	397	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	41220	42419	-							BQ7358_RS00245	1200		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	41220	42419	-	WP_072520088.1	WP_072520088.1		ABC transporter permease			BQ7358_RS00245	1200	399	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	42421	43326	-							BQ7358_RS00250	906		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	42421	43326	-	WP_062172140.1	WP_062172140.1		ATP-binding cassette domain-containing protein			BQ7358_RS00250	906	301	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	43705	44037	-							BQ7358_RS00255	333		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	43705	44037	-	WP_062172142.1	WP_062172142.1		PadR family transcriptional regulator			BQ7358_RS00255	333	110	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	44495	45013	-							BQ7358_RS00260	519		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	44495	45013	-	WP_062172144.1	WP_062172144.1		sulfurtransferase			BQ7358_RS00260	519	172	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	46490	47563	-					hemH		BQ7358_RS00280	1074		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	46490	47563	-	WP_234971548.1	WP_234971548.1		ferrochelatase	hemH		BQ7358_RS00280	1074	357	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	47972	48214	-					yidD		BQ7358_RS00285	243		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	47972	48214	-	WP_021753478.1	WP_021753478.1		membrane protein insertion efficiency factor YidD	yidD		BQ7358_RS00285	243	80	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	48574	49005	+							BQ7358_RS00290	432		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	48574	49005	+	WP_062172147.1	WP_062172147.1		DNA starvation/stationary phase protection protein			BQ7358_RS00290	432	143	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	49541	50101	+							BQ7358_RS00295	561		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	49541	50101	+	WP_062172149.1	WP_062172149.1		ECF transporter S component			BQ7358_RS00295	561	186	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	50318	50611	-							BQ7358_RS00300	294		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	50318	50611	-	WP_062172151.1	WP_062172151.1		PspC domain-containing protein			BQ7358_RS00300	294	97	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	50936	52657	+							BQ7358_RS00305	1722		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	50936	52657	+	WP_062172153.1	WP_062172153.1		ATP-binding cassette domain-containing protein			BQ7358_RS00305	1722	573	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	52657	54270	+							BQ7358_RS00310	1614		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	52657	54270	+	WP_062172155.1	WP_062172155.1		ABC transporter ATP-binding protein/permease			BQ7358_RS00310	1614	537	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	54679	56223	+							BQ7358_RS00315	1545		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	54679	56223	+	WP_062172157.1	WP_062172157.1		thiol-activated cytolysin family protein			BQ7358_RS00315	1545	514	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	56374	56955	-							BQ7358_RS00320	582		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	56374	56955	-	WP_062172159.1	WP_062172159.1		CYTH domain-containing protein			BQ7358_RS00320	582	193	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	56959	57516	-							BQ7358_RS00325	558		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	56959	57516	-	WP_062172161.1	WP_062172161.1		class I SAM-dependent methyltransferase			BQ7358_RS00325	558	185	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	57509	58438	-							BQ7358_RS00330	930		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	57509	58438	-	WP_062172163.1	WP_062172163.1		SAM-dependent methyltransferase			BQ7358_RS00330	930	309	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	58660	59646	+							BQ7358_RS00335	987		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	58660	59646	+	WP_072520090.1	WP_072520090.1		putative sulfate exporter family transporter			BQ7358_RS00335	987	328	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	59679	60605	+							BQ7358_RS00340	927		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	59679	60605	+	WP_072520091.1	WP_072520091.1		DUF561 domain-containing protein			BQ7358_RS00340	927	308	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	60995	62194	-							BQ7358_RS00345	1200		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	60995	62194	-	WP_062172170.1	WP_062172170.1		DUF805 domain-containing protein			BQ7358_RS00345	1200	399	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	62769	63620	+							BQ7358_RS00350	852		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	62769	63620	+	WP_062172172.1	WP_062172172.1		diacylglycerol kinase			BQ7358_RS00350	852	283	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	63809	65329	+							BQ7358_RS00355	1521		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	63809	65329	+	WP_234971549.1	WP_234971549.1		LCP family protein			BQ7358_RS00355	1521	506	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	65333	66082	+							BQ7358_RS00360	750		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	65333	66082	+	WP_231723787.1	WP_231723787.1		tyrosine protein phosphatase			BQ7358_RS00360	750	249	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	66100	66798	+							BQ7358_RS00365	699		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	66100	66798	+	WP_062172176.1	WP_062172176.1		Wzz/FepE/Etk N-terminal domain-containing protein			BQ7358_RS00365	699	232	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	66808	67503	+							BQ7358_RS00370	696		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	66808	67503	+	WP_062172178.1	WP_062172178.1		polysaccharide biosynthesis tyrosine autokinase			BQ7358_RS00370	696	231	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	67528	68889	+							BQ7358_RS00375	1362		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	67528	68889	+	WP_062172180.1	WP_062172180.1		sugar transferase			BQ7358_RS00375	1362	453	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	69104	70171	+							BQ7358_RS00380	1068		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	69104	70171	+	WP_062172181.1	WP_062172181.1		hypothetical protein			BQ7358_RS00380	1068	355	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	70183	71046	+							BQ7358_RS00385	864		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	70183	71046	+	WP_062172183.1	WP_062172183.1		LicD family protein			BQ7358_RS00385	864	287	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	71027	71884	+							BQ7358_RS00390	858		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	71027	71884	+	WP_062172185.1	WP_062172185.1		LicD family protein			BQ7358_RS00390	858	285	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	71877	72950	+							BQ7358_RS00395	1074		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	71877	72950	+	WP_072520092.1	WP_072520092.1		aminotransferase class V-fold PLP-dependent enzyme			BQ7358_RS00395	1074	357	
gene	pseudogene	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	72964	73341	+							BQ7358_RS08835	378		partial;pseudo
CDS	without_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	72964	73341	+				adenylyltransferase/cytidyltransferase family protein			BQ7358_RS08835	378		partial;pseudo
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	73417	74289	+							BQ7358_RS00400	873		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	73417	74289	+	WP_231723812.1	WP_231723812.1		Gfo/Idh/MocA family oxidoreductase			BQ7358_RS00400	873	290	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	74303	75148	+							BQ7358_RS00405	846		
