# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	193	2700	-							IR085_RS05505	2508		old_locus_tag=IR085_05500
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	193	2700	-	WP_179941434.1	WP_179941434.1		SEC10/PgrA surface exclusion domain-containing protein			IR085_RS05505	2508	835	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	3101	3616	-							IR085_RS05510	516		old_locus_tag=IR085_05505
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	3101	3616	-	WP_179941435.1	WP_179941435.1		hypothetical protein			IR085_RS05510	516	171	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	3629	4375	-							IR085_RS05515	747		old_locus_tag=IR085_05510
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	3629	4375	-	WP_179941436.1	WP_179941436.1		DUF4366 domain-containing protein			IR085_RS05515	747	248	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	4365	4667	-							IR085_RS05520	303		old_locus_tag=IR085_05515
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	4365	4667	-	WP_179941437.1	WP_179941437.1		hypothetical protein			IR085_RS05520	303	100	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	4680	6953	-							IR085_RS09500	2274		
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	4680	6953	-	WP_218926370.1	WP_218926370.1		CHAP domain-containing protein			IR085_RS09500	2274	757	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	6963	9314	-							IR085_RS05530	2352		old_locus_tag=IR085_05525
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	6963	9314	-	WP_179941438.1	WP_179941438.1		conjugal transfer protein TraE			IR085_RS05530	2352	783	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	9286	9618	-							IR085_RS05535	333		old_locus_tag=IR085_05530
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	9286	9618	-	WP_179941439.1	WP_179941439.1		PrgI family protein			IR085_RS05535	333	110	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	9846	10703	-							IR085_RS05540	858		old_locus_tag=IR085_05535
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	9846	10703	-	WP_179941440.1	WP_179941440.1		hypothetical protein			IR085_RS05540	858	285	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	10707	10919	-							IR085_RS05545	213		old_locus_tag=IR085_05540
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	10707	10919	-	WP_179941441.1	WP_179941441.1		hypothetical protein			IR085_RS05545	213	70	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	10972	12618	-							IR085_RS05550	1647		old_locus_tag=IR085_05545
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	10972	12618	-	WP_228098642.1	WP_228098642.1		type IV secretory system conjugative DNA transfer family protein			IR085_RS05550	1647	548	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	12843	13439	-							IR085_RS05555	597		old_locus_tag=IR085_05550
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	12843	13439	-	WP_179941443.1	WP_179941443.1		hypothetical protein			IR085_RS05555	597	198	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	13457	14434	-							IR085_RS05560	978		old_locus_tag=IR085_05555
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	13457	14434	-	WP_179941444.1	WP_179941444.1		replication initiator protein A			IR085_RS05560	978	325	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	14465	14845	-							IR085_RS05565	381		old_locus_tag=IR085_05560
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	14465	14845	-	WP_179941445.1	WP_179941445.1		hypothetical protein			IR085_RS05565	381	126	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	15380	16564	-							IR085_RS05570	1185		old_locus_tag=IR085_05565
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	15380	16564	-	WP_179941446.1	WP_179941446.1		acetate kinase			IR085_RS05570	1185	394	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	16659	18404	-					uvrC		IR085_RS05575	1746		old_locus_tag=IR085_05570
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	16659	18404	-	WP_179941447.1	WP_179941447.1		excinuclease ABC subunit UvrC	uvrC		IR085_RS05575	1746	581	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	18495	20345	-					pknB		IR085_RS05580	1851		old_locus_tag=IR085_05575
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	18495	20345	-	WP_179941448.1	WP_179941448.1		Stk1 family PASTA domain-containing Ser/Thr kinase	pknB		IR085_RS05580	1851	616	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	20335	21084	-							IR085_RS05585	750		old_locus_tag=IR085_05580
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	20335	21084	-	WP_179941449.1	WP_179941449.1		protein phosphatase 2C domain-containing protein			IR085_RS05585	750	249	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	21062	22195	-					rlmN		IR085_RS05590	1134		old_locus_tag=IR085_05585
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	21062	22195	-	WP_179941450.1	WP_179941450.1		23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	rlmN		IR085_RS05590	1134	377	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	22195	23517	-					rsmB		IR085_RS05595	1323		old_locus_tag=IR085_05590
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	22195	23517	-	WP_179941451.1	WP_179941451.1		16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	rsmB		IR085_RS05595	1323	440	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	23510	24469	-					fmt		IR085_RS05600	960		old_locus_tag=IR085_05595
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	23510	24469	-	WP_179941452.1	WP_179941452.1		methionyl-tRNA formyltransferase	fmt		IR085_RS05600	960	319	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	24567	26927	-					priA		IR085_RS05605	2361		old_locus_tag=IR085_05600
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	24567	26927	-	WP_179941453.1	WP_179941453.1		primosomal protein N'	priA		IR085_RS05605	2361	786	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	26946	28115	-					coaBC		IR085_RS05610	1170		old_locus_tag=IR085_05605
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	26946	28115	-	WP_179941454.1	WP_179941454.1		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC		IR085_RS05610	1170	389	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	28127	28432	-							IR085_RS05615	306		old_locus_tag=IR085_05610
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	28127	28432	-	WP_179941455.1	WP_179941455.1		DivIVA domain-containing protein			IR085_RS05615	306	101	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	28447	29193	-							IR085_RS05620	747		old_locus_tag=IR085_05615
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	28447	29193	-	WP_179941456.1	WP_179941456.1		16S rRNA (uracil(1498)-N(3))-methyltransferase			IR085_RS05620	747	248	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	29422	30672	+							IR085_RS05625	1251		old_locus_tag=IR085_05620
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	29422	30672	+	WP_179941457.1	WP_179941457.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme			IR085_RS05625	1251	416	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	30721	31584	-							IR085_RS05630	864		old_locus_tag=IR085_05625
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	30721	31584	-	WP_179941458.1	WP_179941458.1		polyprenyl synthetase family protein			IR085_RS05630	864	287	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	31577	31774	-					xseB		IR085_RS05635	198		old_locus_tag=IR085_05630
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	31577	31774	-	WP_179941459.1	WP_179941459.1		exodeoxyribonuclease VII small subunit	xseB		IR085_RS05635	198	65	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	31761	33038	-					xseA		IR085_RS05640	1278		old_locus_tag=IR085_05635
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	31761	33038	-	WP_179941460.1	WP_179941460.1		exodeoxyribonuclease VII large subunit	xseA		IR085_RS05640	1278	425	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	33040	33435	-					nusB		IR085_RS05645	396		old_locus_tag=IR085_05640
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	33040	33435	-	WP_179941461.1	WP_179941461.1		transcription antitermination factor NusB	nusB		IR085_RS05645	396	131	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	33457	33795	-							IR085_RS05650	339		old_locus_tag=IR085_05645
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	33457	33795	-	WP_179941462.1	WP_179941462.1		Asp23/Gls24 family envelope stress response protein			IR085_RS05650	339	112	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	33927	34793	-					fba		IR085_RS05655	867		old_locus_tag=IR085_05650
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	33927	34793	-	WP_179941463.1	WP_179941463.1		class II fructose-1,6-bisphosphate aldolase	fba		IR085_RS05655	867	288	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	34909	35811	-							IR085_RS05660	903		old_locus_tag=IR085_05655
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	34909	35811	-	WP_179941464.1	WP_179941464.1		RluA family pseudouridine synthase			IR085_RS05660	903	300	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	35935	36174	-							IR085_RS05665	240		old_locus_tag=IR085_05660
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	35935	36174	-	WP_179941465.1	WP_179941465.1		YneF family protein			IR085_RS05665	240	79	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	36181	36387	-							IR085_RS05670	207		old_locus_tag=IR085_05665
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	36181	36387	-	WP_179941466.1	WP_179941466.1		DUF896 domain-containing protein			IR085_RS05670	207	68	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	36390	36947	-					frr		IR085_RS05675	558		old_locus_tag=IR085_05670
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	36390	36947	-	WP_179941467.1	WP_179941467.1		ribosome recycling factor	frr		IR085_RS05675	558	185	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	36961	37674	-					pyrH		IR085_RS05680	714		old_locus_tag=IR085_05675
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	36961	37674	-	WP_179941468.1	WP_179941468.1		UMP kinase	pyrH		IR085_RS05680	714	237	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	37734	38615	-					tsf		IR085_RS05685	882		old_locus_tag=IR085_05680
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	37734	38615	-	WP_179941469.1	WP_179941469.1		translation elongation factor Ts	tsf		IR085_RS05685	882	293	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	38741	39484	-					rpsB		IR085_RS05690	744		old_locus_tag=IR085_05685
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	38741	39484	-	WP_179941470.1	WP_179941470.1		30S ribosomal protein S2	rpsB		IR085_RS05690	744	247	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	39739	40725	+							IR085_RS05695	987		old_locus_tag=IR085_05690
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	39739	40725	+	WP_179941471.1	WP_179941471.1		zinc ABC transporter substrate-binding protein			IR085_RS05695	987	328	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	40828	41541	+							IR085_RS05700	714		old_locus_tag=IR085_05695
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	40828	41541	+	WP_179941472.1	WP_179941472.1		ATP-binding cassette domain-containing protein			IR085_RS05700	714	237	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	41534	42334	+							IR085_RS05705	801		old_locus_tag=IR085_05700
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	41534	42334	+	WP_179941473.1	WP_179941473.1		metal ABC transporter permease			IR085_RS05705	801	266	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	42387	42893	-							IR085_RS05710	507		old_locus_tag=IR085_05705
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	42387	42893	-	WP_179941474.1	WP_179941474.1		hypothetical protein			IR085_RS05710	507	168	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	42924	44015	-					rpoD		IR085_RS05715	1092		old_locus_tag=IR085_05710
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	42924	44015	-	WP_179941475.1	WP_179941475.1		RNA polymerase sigma factor RpoD	rpoD		IR085_RS05715	1092	363	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	44027	45826	-					dnaG		IR085_RS05720	1800		old_locus_tag=IR085_05715
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	44027	45826	-	WP_179941476.1	WP_179941476.1		DNA primase	dnaG		IR085_RS05720	1800	599	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	46140	47513	+							IR085_RS05725	1374		old_locus_tag=IR085_05720
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	46140	47513	+	WP_179941477.1	WP_179941477.1		glycine--tRNA ligase			IR085_RS05725	1374	457	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	47595	49622	-							IR085_RS05730	2028		old_locus_tag=IR085_05725
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	47595	49622	-	WP_179941478.1	WP_179941478.1		ATP-dependent helicase			IR085_RS05730	2028	675	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	49626	51860	-							IR085_RS05735	2235		old_locus_tag=IR085_05730
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	49626	51860	-	WP_179941479.1	WP_179941479.1		AAA family ATPase			IR085_RS05735	2235	744	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	51992	53014	-							IR085_RS05740	1023		old_locus_tag=IR085_05735
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	51992	53014	-	WP_179941480.1	WP_179941480.1		zinc-binding dehydrogenase			IR085_RS05740	1023	340	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	53016	53723	-							IR085_RS05745	708		old_locus_tag=IR085_05740
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	53016	53723	-	WP_179941481.1	WP_179941481.1		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase			IR085_RS05745	708	235	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	53814	54905	-					glf		IR085_RS05750	1092		old_locus_tag=IR085_05745
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	53814	54905	-	WP_218926371.1	WP_218926371.1		UDP-galactopyranose mutase	glf		IR085_RS05750	1092	363	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	54917	56338	-							IR085_RS05755	1422		old_locus_tag=IR085_05750
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000010.1	54917	56338	-	WP_179941484.1	WP_179941484.1		flippase			IR085_RS05755	1422	473	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000110.1	1	429	+							IR085_RS08610	429		partial;old_locus_tag=IR085_08610
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000110.1	1	429	+	WP_218926409.1	WP_218926409.1		hypothetical protein			IR085_RS08610	429	142	partial
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000111.1	1	429	+							IR085_RS08615	429		partial;old_locus_tag=IR085_08615
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000111.1	1	429	+	WP_179941985.1	WP_179941985.1		HAD family hydrolase			IR085_RS08615	429	143	partial
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000112.1	1	254	-							IR085_RS08620	254		partial;old_locus_tag=IR085_08620
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000112.1	1	254	-	WP_179941986.1	WP_179941986.1		nitroreductase family protein			IR085_RS08620	254	85	partial
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000113.1	1	428	-							IR085_RS08625	428		partial;old_locus_tag=IR085_08625
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000113.1	1	428	-	WP_179941987.1	WP_179941987.1		class I tRNA ligase family protein			IR085_RS08625	428	142	partial
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000114.1	1	201	+							IR085_RS09570	201		partial
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000114.1	1	201	+	WP_218926410.1	WP_218926410.1		hypothetical protein			IR085_RS09570	201	66	partial
gene	rRNA	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000115.1	36	426	+							IR085_RS08635	391		partial;old_locus_tag=IR085_08635
rRNA		GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000115.1	36	426	+				23S ribosomal RNA			IR085_RS08635	391		partial
gene	pseudogene	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000116.1	1	426	+							IR085_RS08640	426		partial;pseudo;old_locus_tag=IR085_08640
CDS	without_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000116.1	1	426	+				hypothetical protein			IR085_RS08640	426		partial;pseudo
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000118.1	1	426	-							IR085_RS08645	426		partial;old_locus_tag=IR085_08645
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000118.1	1	426	-	WP_179941989.1	WP_179941989.1		cytochrome P450			IR085_RS08645	426	141	partial
gene	pseudogene	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000119.1	1	426	+							IR085_RS08650	426		partial;pseudo;old_locus_tag=IR085_08650
CDS	without_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000119.1	1	426	+				hybrid sensor histidine kinase/response regulator			IR085_RS08650	426		partial;pseudo
gene	pseudogene	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000011.1	282	1046	-							IR085_RS09505	765		partial;pseudo
CDS	without_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000011.1	282	1046	-				hypothetical protein			IR085_RS09505	765		partial;pseudo
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000011.1	1192	1467	+							IR085_RS05765	276		old_locus_tag=IR085_05760
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000011.1	1192	1467	+	WP_179941485.1	WP_179941485.1		hypothetical protein			IR085_RS05765	276	91	
