# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959915.1	3824	4435	-							HMPREF3186_00009	612		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959915.1	3824	4435	-	KXB64398.1			hypothetical protein			HMPREF3186_00009	612	203	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959915.1	4887	9548	+							HMPREF3186_00010	4662		partial
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959915.1	4887	9548	+	KXB64399.1			iron transport-associated domain protein			HMPREF3186_00010	4662	1554	partial
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959916.1	1	232	+							HMPREF3186_00011	232		partial
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959916.1	1	232	+	KXB64381.1			hypothetical protein			HMPREF3186_00011	232	76	partial
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959916.1	213	563	+							HMPREF3186_00012	351		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959916.1	213	563	+	KXB64382.1			element, Orf2 protein, IS66 family			HMPREF3186_00012	351	116	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959916.1	618	1931	+							HMPREF3186_00013	1314		partial
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959916.1	618	1931	+	KXB64383.1			IS66 family element, transposase			HMPREF3186_00013	1314	438	partial
gene	tRNA	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	3	76	-							HMPREF3186_00014	74		
tRNA		GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	3	76	-				tRNA-Gly			HMPREF3186_00014	74		
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	429	1469	-							HMPREF3186_00015	1041		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	429	1469	-	KXB64309.1			putative catabolite control protein A			HMPREF3186_00015	1041	346	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	1730	2761	-							HMPREF3186_00016	1032		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	1730	2761	-	KXB64310.1			L-lactate dehydrogenase			HMPREF3186_00016	1032	343	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	3254	4444	-							HMPREF3186_00017	1191		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	3254	4444	-	KXB64311.1			transporter, major facilitator family protein			HMPREF3186_00017	1191	396	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	4813	5952	-							HMPREF3186_00018	1140		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	4813	5952	-	KXB64312.1			DNA polymerase III, beta subunit			HMPREF3186_00018	1140	379	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	6110	7594	-							HMPREF3186_00019	1485		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	6110	7594	-	KXB64313.1			replication initiator protein DnaA			HMPREF3186_00019	1485	494	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	8422	8556	+							HMPREF3186_00020	135		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	8422	8556	+	KXB64314.1			ribosomal protein L34			HMPREF3186_00020	135	44	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	8682	9026	+							HMPREF3186_00021	345		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	8682	9026	+	KXB64315.1			ribonuclease P protein component			HMPREF3186_00021	345	114	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	9029	9910	+							HMPREF3186_00022	882		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	9029	9910	+	KXB64316.1			r3H domain protein			HMPREF3186_00022	882	293	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	9919	10284	+							HMPREF3186_00023	366		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	9919	10284	+	KXB64317.1			putative chemotaxis protein CheY			HMPREF3186_00023	366	121	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	10676	10939	+							HMPREF3186_00024	264		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	10676	10939	+	KXB64318.1			hypothetical protein			HMPREF3186_00024	264	87	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	11234	12616	+							HMPREF3186_00025	1383		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	11234	12616	+	KXB64319.1			tRNA modification GTPase TrmE			HMPREF3186_00025	1383	460	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	12656	13420	+							HMPREF3186_00026	765		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	12656	13420	+	KXB64320.1			exodeoxyribonuclease III			HMPREF3186_00026	765	254	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	13629	14120	+							HMPREF3186_00027	492		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	13629	14120	+	KXB64321.1			hypothetical protein			HMPREF3186_00027	492	163	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	14237	14380	+							HMPREF3186_00028	144		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	14237	14380	+	KXB64322.1			hypothetical protein			HMPREF3186_00028	144	47	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	14660	15121	+							HMPREF3186_00029	462		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	14660	15121	+	KXB64323.1			hypothetical protein			HMPREF3186_00029	462	153	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	15121	15753	+							HMPREF3186_00030	633		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	15121	15753	+	KXB64324.1			hypothetical protein			HMPREF3186_00030	633	210	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	15894	16175	-							HMPREF3186_00031	282		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	15894	16175	-	KXB64325.1			acetyltransferase, GNAT family			HMPREF3186_00031	282	93	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	17202	18479	+							HMPREF3186_00032	1278		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	17202	18479	+	KXB64326.1			O-acetylhomoserine aminocarboxypropyltransferase			HMPREF3186_00032	1278	425	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	18857	19525	+							HMPREF3186_00033	669		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	18857	19525	+	KXB64327.1			putative response regulator protein GraR			HMPREF3186_00033	669	222	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	19525	20511	+							HMPREF3186_00034	987		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	19525	20511	+	KXB64328.1			ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein			HMPREF3186_00034	987	328	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	20613	21029	-							HMPREF3186_00035	417		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	20613	21029	-	KXB64329.1			putative HTH-type transcriptional regulator LrpA			HMPREF3186_00035	417	138	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	21293	22078	+							HMPREF3186_00036	786		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	21293	22078	+	KXB64330.1			hypothetical protein			HMPREF3186_00036	786	261	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	22598	24205	+							HMPREF3186_00037	1608		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	22598	24205	+	KXB64331.1			ABC transporter, ATP-binding protein			HMPREF3186_00037	1608	535	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	24420	25172	+							HMPREF3186_00038	753		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	24420	25172	+	KXB64332.1			putative bacteriocin export ABC transporter			HMPREF3186_00038	753	250	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	25165	27186	+							HMPREF3186_00039	2022		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	25165	27186	+	KXB64333.1			efflux ABC transporter, permease protein			HMPREF3186_00039	2022	673	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	27352	28377	+							HMPREF3186_00040	1026		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	27352	28377	+	KXB64334.1			hypothetical protein			HMPREF3186_00040	1026	341	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	28982	30553	+							HMPREF3186_00041	1572		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	28982	30553	+	KXB64335.1			ABC transporter, ATP-binding protein			HMPREF3186_00041	1572	523	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	30753	30935	+							HMPREF3186_00042	183		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	30753	30935	+	KXB64336.1			hypothetical protein			HMPREF3186_00042	183	60	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	31520	33241	+							HMPREF3186_00043	1722		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	31520	33241	+	KXB64337.1			ABC transporter, ATP-binding protein			HMPREF3186_00043	1722	573	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	33241	34851	+							HMPREF3186_00044	1611		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	33241	34851	+	KXB64338.1			ABC transporter, ATP-binding protein			HMPREF3186_00044	1611	536	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	34892	35530	-							HMPREF3186_00045	639		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	34892	35530	-	KXB64339.1			transcriptional regulator, TetR family			HMPREF3186_00045	639	212	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	35551	36633	-							HMPREF3186_00046	1083		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	35551	36633	-	KXB64340.1			putative ABC transporter			HMPREF3186_00046	1083	360	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	36635	37351	-							HMPREF3186_00047	717		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	36635	37351	-	KXB64341.1			ABC transporter, ATP-binding protein SagG family protein			HMPREF3186_00047	717	238	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	37713	38078	+							HMPREF3186_00048	366		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	37713	38078	+	KXB64342.1			hypothetical protein			HMPREF3186_00048	366	121	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	38676	39110	+							HMPREF3186_00049	435		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	38676	39110	+	KXB64343.1			MepB protein			HMPREF3186_00049	435	144	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	39374	39664	+							HMPREF3186_00050	291		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	39374	39664	+	KXB64344.1			PspC domain protein			HMPREF3186_00050	291	96	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	39779	40021	+							HMPREF3186_00051	243		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	39779	40021	+	KXB64345.1			prevent-host-death family protein			HMPREF3186_00051	243	80	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	40018	40140	+							HMPREF3186_00052	123		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	40018	40140	+	KXB64346.1			hypothetical protein			HMPREF3186_00052	123	40	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	40159	40296	+							HMPREF3186_00053	138		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	40159	40296	+	KXB64347.1			toxin-antitoxin system, toxin component, Fic domain protein			HMPREF3186_00053	138	45	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	40446	41144	-							HMPREF3186_00054	699		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	40446	41144	-	KXB64348.1			N-acetylmannosamine-6-P epimerase			HMPREF3186_00054	699	232	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	41165	41869	-							HMPREF3186_00055	705		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	41165	41869	-	KXB64349.1			transcriptional regulator, GntR family			HMPREF3186_00055	705	234	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	42102	42965	-							HMPREF3186_00056	864		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	42102	42965	-	KXB64350.1			ROK family protein			HMPREF3186_00056	864	287	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	43163	44110	+							HMPREF3186_00057	948		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	43163	44110	+	KXB64351.1			mannose-6-phosphate isomerase, class I			HMPREF3186_00057	948	315	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	44543	45421	+							HMPREF3186_00058	879		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	44543	45421	+	KXB64352.1			N-acetylneuraminate lyase			HMPREF3186_00058	879	292	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	45527	47080	+							HMPREF3186_00059	1554		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	45527	47080	+	KXB64353.1			transporter, SSS family			HMPREF3186_00059	1554	517	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	47318	48154	+							HMPREF3186_00060	837		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	47318	48154	+	KXB64354.1			acetyl xylan esterase			HMPREF3186_00060	837	278	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	48452	49030	-							HMPREF3186_00061	579		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	48452	49030	-	KXB64177.1			redoxin family protein			HMPREF3186_00061	579	192	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	49060	49788	-							HMPREF3186_00062	729		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	49060	49788	-	KXB64178.1			cytochrome C biogenesis protein transmembrane region			HMPREF3186_00062	729	242	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	50145	51185	+							HMPREF3186_00063	1041		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	50145	51185	+	KXB64179.1			LysM domain protein			HMPREF3186_00063	1041	346	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	51274	51948	-							HMPREF3186_00064	675		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	51274	51948	-	KXB64180.1			SH3 domain protein			HMPREF3186_00064	675	224	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	51972	52130	-							HMPREF3186_00065	159		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	51972	52130	-	KXB64181.1			hypothetical protein			HMPREF3186_00065	159	52	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	52172	52384	-							HMPREF3186_00066	213		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	52172	52384	-	KXB64182.1			hypothetical protein			HMPREF3186_00066	213	70	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	52405	52599	-							HMPREF3186_00067	195		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	52405	52599	-	KXB64183.1			hypothetical protein			HMPREF3186_00067	195	64	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	52818	53414	+							HMPREF3186_00068	597		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	52818	53414	+	KXB64184.1			hypothetical protein			HMPREF3186_00068	597	198	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	53569	54171	+							HMPREF3186_00069	603		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	53569	54171	+	KXB64185.1			hypothetical protein			HMPREF3186_00069	603	200	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	54271	55401	+							HMPREF3186_00070	1131		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	54271	55401	+	KXB64186.1			hypothetical protein			HMPREF3186_00070	1131	376	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	56347	58283	+							HMPREF3186_00071	1937		partial
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959917.1	56347	58283	+	KXB64187.1			signal peptide protein, YSIRK family			HMPREF3186_00071	1937	646	partial
gene	rRNA	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959918.1	1	2588	+							HMPREF3186_00072	2588		partial
rRNA		GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959918.1	1	2588	+				23S ribosomal RNA			HMPREF3186_00072	2588		partial
gene	rRNA	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959918.1	2662	2772	+							HMPREF3186_00073	111		
rRNA		GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959918.1	2662	2772	+				5S ribosomal RNA			HMPREF3186_00073	111		
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959919.1	52	552	-							HMPREF3186_00074	501		partial
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959919.1	52	552	-	KXB64074.1			IstB-like ATP-binding protein			HMPREF3186_00074	501	166	partial
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	1	253	+							HMPREF3186_00075	253		partial
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	1	253	+	KXB64048.1			hypothetical protein			HMPREF3186_00075	253	83	partial
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	339	773	-							HMPREF3186_00076	435		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	339	773	-	KXB64049.1			DNA protection during starvation protein 2			HMPREF3186_00076	435	144	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	1017	1268	+							HMPREF3186_00077	252		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	1017	1268	+	KXB64050.1			hypothetical protein			HMPREF3186_00077	252	83	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	1536	2024	-							HMPREF3186_00078	489		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	1536	2024	-	KXB64051.1			hypothetical protein			HMPREF3186_00078	489	162	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	2313	3530	-							HMPREF3186_00079	1218		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	2313	3530	-	KXB64052.1			ferrochelatase			HMPREF3186_00079	1218	405	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	3843	4199	+							HMPREF3186_00080	357		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	3843	4199	+	KXB64053.1			hypothetical protein			HMPREF3186_00080	357	118	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	4497	5057	-							HMPREF3186_00081	561		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	4497	5057	-	KXB64054.1			hypothetical protein			HMPREF3186_00081	561	186	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	5509	7311	-							HMPREF3186_00082	1803		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	5509	7311	-	KXB64055.1			glutamine-fructose-6-phosphate transaminase			HMPREF3186_00082	1803	600	
gene	ribozyme	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	7622	7779	-							HMPREF3186_00083	158		
ncRNA	ribozyme	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	7622	7779	-				glmS glucosamine-6-phosphate activated ribozyme			HMPREF3186_00083	158		
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	7980	8786	-							HMPREF3186_00084	807		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	7980	8786	-	KXB64056.1			hypothetical protein			HMPREF3186_00084	807	268	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	9098	9430	+							HMPREF3186_00085	333		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	9098	9430	+	KXB64057.1			transcriptional regulator, PadR family			HMPREF3186_00085	333	110	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	9423	9938	+							HMPREF3186_00086	516		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	9423	9938	+	KXB64058.1			hypothetical protein			HMPREF3186_00086	516	171	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	9943	10485	+							HMPREF3186_00087	543		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	9943	10485	+	KXB64059.1			hypothetical protein			HMPREF3186_00087	543	180	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	10530	11432	+							HMPREF3186_00088	903		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	10530	11432	+	KXB64060.1			ABC transporter, ATP-binding protein			HMPREF3186_00088	903	300	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	11435	12634	+							HMPREF3186_00089	1200		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	11435	12634	+	KXB64061.1			hypothetical protein			HMPREF3186_00089	1200	399	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959920.1	12851	13101	+							HMPREF3186_00090	251		partial
